Title,ID,Year,Rating,Review
"Big Hero 6",tt2245084,2014,7,"Though it is beautifully animated with an exciting second half, its pacing is too quick and it feels like it's just hitting the beats."
"Transformers: Age of Extinction",tt2109248,2014,4,"There were more cliches than normal in this one, and it didn't even do a good job with the one element that I have consistently liked in the other movies: empathy and awe for Optimus Prime."
Admission,tt1814621,2013,4,***
"How to Train Your Dragon 2",tt1646971,2014,7,***
"Warm Bodies",tt1588173,2013,8,"A beautiful blend of three different genres, Warm Bodies is one of the best movies I have seen in a while. It acted as a powerful metaphor, but as to what, I still have a couple choices in my head to choose from."
Metropolis,tt0017136,1927,8,"This movie took me a long time to get through, largely because of (despite its beauty) how slow the beginning 45 minutes were. But when it got going, it kept me enticed nearly as much as any modern-era flick. And regardless, the score, arrangement, and grandeur make Metropolis truly the most ""magnificent"" film I've ever seen."
"True Grit",tt0065126,1969,7,***
"Heaven is for Real",tt1929263,2014,4,"There are a lot of shortcomings in this movie, but there's so much more that could have gone wrong that the makers tactfully avoided."
"Before Sunrise",tt0112471,1995,8,"This movie is a more entertaining version of My Dinner with Andre. It is innovative, wise, and perhaps noble."
"Before Sunset",tt0381681,2004,9,"Better, I think. Sunrise has novelty, freshness, format all to its benefit. And Sunset has those same elements too, but it has something more. The romance matters more here. The story is more about these two than about their heady ideas. There is something uncannily magnetic about this film and its older sister, something that makes them special and not quickly forgettable."
"Guardians of the Galaxy",tt2015381,2014,9,"This film took the irreverent hilarity of The Avengers and amplified it a hundredfold, maintaining still its action-packed suspense and occasionally moving scenes."
"Good Morning, Vietnam",tt0093105,1987,8,"This is coming just days after the death of Williams, but even with such nostalgia aside, this movie's greatness is completely wrapped up in the performance of the late comedian. There a couple of compelling scenes in the movie and there is no lack of heart, but this film was certainly written to brandish the skills of Robin Williams."
"The Blob",tt0051418,1958,6,***
"About Time",tt2194499,2013,8,***
"Wayne's World",tt0105793,1992,8,"Wayne's World is both silly and brilliant"
"Red Dawn",tt0087985,1984,6,***
"Mad Max",tt0079501,1979,10,"By the artful direction of George Miller, these films each stand as thriller-masterpieces with practical stunts and action to immerse their viewers."
"Captain America: The Winter Soldier",tt1843866,2014,8,"Like Ant-Man, The Winter Soldier explored a new genre for the Marvel franchise. As an action-oriented spy-thriller, this movie works as a fast-paced genre-blending blockbuster. Its choreographed fight scenes stand out as some of the best in the business."
"The Road Warrior",tt0082694,1981,9,"By the artful direction of George Miller, these films each stand as thriller-masterpieces with practical stunts and action to immerse their viewers. Mad Max 2 demonstrates the perfect balance of visceral, gritty action and Miller's apocalyptic vision."
"Mad Max Beyond Thunderdome",tt0089530,1985,7,"By the artful direction of George Miller, these films each stand as thriller-masterpieces with practical stunts and action to immerse their viewers."
"The Usual Suspects",tt0114814,1995,8,***
Contagion,tt1598778,2011,8,"The characters here are secondary to the movie's true vision: the fear and terror of disease."
"Die Hard",tt0095016,1988,9,"This is one of the best action-thrillers I know. The element that sets it apart from all the rest is its main character: John McClane—and everything that is completely average about him."
Traffic,tt0181865,2000,8,"This one of the most blatantly meaningful movies I've seen in a long time. It establishes that its message is something of worth through the screen play and through the artistic editing and use of sound. I highly recommend it."
"12 Years a Slave",tt2024544,2013,8,"This adds another moving film to its specific genre."
"The Evil Dead",tt0083907,1981,7,***
"Evil Dead II",tt0092991,1987,8,"While it is not as scary, this movie demonstrates more what was intended in the first—a fun action movie."
Tootsie,tt0084805,1982,8,"Tootsie made me laugh the entire time—and it managed to have something valuable to say."
"Date Night",tt1279935,2010,6,***
Shutter,tt0440803,2004,6,***
"Gangs of New York",tt0217505,2002,9,"This epic has much to say about unity and race politics, yet its greatest virtue is found in its performances and its exaggerated thrills."
Interstellar,tt0816692,2014,9,"Sitting on the edge of my seat, I could not help but wonder how Nolan had stolen all of my childhood dreams. His newest film, Interstellar, has finally brought to the big-screen everything I had hoped for and imagined about space in my younger years—it did this with added creativity and suspense. The movie is certainly one of the best movies I have seen this year, adding to Nolan's tasteful commentary on ethical systems and giving us McConaughey's best performance to date. Furthermore, I cannot help but respect the film's tributes to 2001 and how Nolan works within that legacy. With the exception of the last 3 minutes, I admit that I found most of the last third to be a bore and inconsequential to the movie's grandeur. Still, Nolan has done something fantastic here."
"The General",tt0017925,1926,9,"I'm tempted to give it a 10, given its timely handicap. I laughed out loud multiple times and was continuously impressed by the stunts and camera. In my opinion, this outshines any Chaplin film, and is one of the best film-history has to offer."
"The Hunger Games: Mockingjay - Part 1",tt1951265,2014,7,***
Serendipity,tt0240890,2001,6,"Cute and funny at times. The themes it puts forward, though, are obnoxious."
"On the Waterfront",tt0047296,1954,10,"No one is cooler or smoother than Marlon Brando's Terry Malloy, but you cannot help but weep for the poor fool. He's found his safe niche in a corrupt system, and people even toss him the occasional favor. Yet he can't get comfortable thanks to the lovely Eva Saint. We watch as Terry and the others on the waterfront march upward and onward, escaping the life of a D&D bum. Along the march, Kazan and Schulberg give us some unforgettable shots and lines, and remind us of how things still have to change."
Brave,tt1217209,2012,7,***
"Gone Girl",tt2267998,2014,9,"Gone Girl is an exceptionally dark comedy. It is also incredibly suspenseful—in fact, watching it was the most stressful activity I've been a part of in a long time.  "
"The Swimmer",tt0063663,1968,8,"It's a tragic dream about one man's delusion."
"Dirty Dancing",tt0092890,1987,7,"The romance is believable, but the themes are despicable."
Selma,tt1020072,2014,8,"The best parts of this movie are a couple slow-motion scenes which capture the cruelty of the era, LBJ who is both believable and sympathetic, and the speeches from Dr. King which capture the strongest asset of the Civil Right's leader. I appreciated the humanizing of King (and of Johnson), though I did not find it as tastefully done as in ""Lincoln."" I also did not feel that the movie fully capitalized on the timbre of MLK's voice."
"Searching for Bobby Fischer",tt0108065,1993,8,"It is one entry in a popular and predictable genre, but it is done tastefully. Its subject also seems more beautiful and regal than the others."
Boyhood,tt1065073,2014,7,"This movie reminds me of three others: the Truman Show, Before Sunrise, and Seven Up!—all of which were better than this one. Still, I enjoyed the coming-of-age story, relishing in the frequent scenes that captured mundane life in its grandeur and humor. While sometimes I thought the movie delved too far into existentialism than it could handle, the performances of Hawke and the other parents brought it due weight."
"Birdman or (The Unexpected Virtue of Ignorance)",tt2562232,2014,9,"While the casting is probably my favorite part of this movie (something I've never said before), I greatly enjoyed its artistic approach and profoundly stated message."
"The Grand Budapest Hotel",tt2278388,2014,8,"It maintains most of the vices of Anderson's previous films, but excels with more humor and potent themes than some."
"American Sniper",tt2179136,2014,7,"A. O. Scott—among others—has pointed out that Eastwood's American Sniper is a Western in War-time's clothing. I think it should be watched and respected as such. The movie is based on black-and-white convictions about violence, while still being able to acknowledge some of the heartache that comes with the territory (something Eastwood has made a career of). It never delves into politics and debate, but that was assumed. It is not his most noble work, nor his most thematic—but it is good."
"The LEGO Movie",tt1490017,2014,8,"This movie does a lot right and not much wrong. It is both funny and thoughtful.  "
"Fast & Furious",tt1013752,2009,5,***
"Midnight in Paris",tt1605783,2011,8,"Like Allen's other work, it is witty and has a little something to say."
"The Island",tt0399201,2005,6,***
"Life of Pi",tt0454876,2012,9,"At the time of writing this, I have not read the book, and I am afraid it may make me biased. That's because the *story* for this movie is incredible—moving, interesting, and profound. It is even greater than Lee's magnificent visual effects."
"Dan in Real Life",tt0480242,2007,6,"There are some sweet scenes, but also an overabundance of cliche. "
"The Amazing Spider-Man 2",tt1872181,2014,5,"The movie is entertaining, as Marc Webb and Sony assured us it would be, but it is lost. It is lost among a host of undeveloped characters, and—what is worse—it is lost in what it means to be Peter Parker and to teach Peter what it means to grow up."
Luther,tt0309820,2003,6,"I am particularly interested in the movie, but it tries to cover too much—not enough time is devoted to any character or arc."
"Thor: The Dark World",tt1981115,2013,7,"It doesn't add much to the superhero genre."
"The Agony and the Ecstasy",tt0058886,1965,8,"The movie starts out fair but steadily increases all the way up until the end. Its best scene involves Michelangelo and Pope Julius standing under the creation of man at night, discussing the true image of God."
"Avengers: Age of Ultron",tt2395427,2015,8,"The second Avengers movie marks a demarcation in the MCU between movies that are entertaining and good and movies that are excellent. Though Whedon’s directorial vision was surely compromised by the studio, his flair and care for the characters is clear. While one might point to the inconsequential villain as the movie's downfall, it’s only real vice is not living up to the hype."
"Don Jon",tt2229499,2013,8,"Though I don't agree with all the conclusions, Don Jon is a poignant film on an important topic."
"Pitch Perfect 2",tt2848292,2015,5,***
Whiplash,tt2582802,2014,8,"Whiplash is entertaining—the characters are dynamic and the music riveting. An alteration of a familiar genre, the story arc (Fletcher's manipulation of Neyman) is continuously interesting."
"Mad Max: Fury Road",tt1392190,2015,9,"This film is a strong addition to an already strong series. Technically flawless with a breakneck pace, Mad Max: Fury Road is one of those rare movies that is simply a treat to watch."
"The Last of the Mohicans",tt0104691,1992,8,"There are some really beautiful parts in this movie."
"Some Like It Hot",tt0053291,1959,8,"This was a genuinely funny movie that managed to be potently topical."
Tombstone,tt0108358,1993,8,"This movie stands on its star power and charisma "
"Jurassic World",tt0369610,2015,7,"This was a good movie. There wasn't as much character payoff as the first film (and it wasn't quite as suspenseful), but it was a fun movie experience and the ending was exciting."
"Wild Strawberries",tt0050986,1957,8,"This is an exceptionally sweet movie with valuable introspection. "
"The Fugitive",tt0106977,1993,9,"Without many explosions or choreographed fight scenes, The Fugitive is one of the most sophisticated thrillers I've seen in a long while."
"Inside Out",tt2096673,2015,9,"Taking on the universal dilemma—and gift—of growing up, Inside Out does what only the animated medium can. Through the parallel stories of adolescent girl Riley and the anthropomorphized emotions inside her head, we get a visual perspective on what it's like and how it feels to grow up. A large share of the success of this movie is due to, as I said, its medium as well as the writing and performances for the Emotions (namely Joy and Sadness) who are almost more human than their real world counterparts. This is, yet again, another well-crafted, hilarious, and poignant film from Pixar."
Up,tt1049413,2009,8,"Up is great movie, rightly praised for its opening and gently critiqued for its latter half"
"A Christmas Story",tt0085334,1983,8,***
Nightcrawler,tt2872718,2014,8,"It's not the funniest dark comedy, but it is certainly one of the creepiest. Nightcrawler's greatest trait is its soundtrack."
Capote,tt0379725,2005,8,***
"The Diving Bell and the Butterfly",tt0401383,2007,7,"Though not the most moving film of its genre, it is tasteful and keeps the heart engaged"
"Kill Bill: Vol. 1",tt0266697,2003,7,"It's very stylized and generally good."
"Kill Bill: Vol. 2",tt0378194,2004,8,"It's a little better than its predecessor, with less action but more interesting dialogue. "
Ant-Man,tt0478970,2015,7,"Especially funny and excelling in low-key thrills, Ant-Man is a welcome addition to the MCU."
Poltergeist,tt0084516,1982,8,"The family dynamic is better than any scare in the movie."
Charade,tt0056923,1963,8,"Funny while suspenseful"
"Bridget Jones's Diary",tt0243155,2001,5,"The relatability of Zellweger's character is refreshing, but her acting and the normality of the story will leave all but anglophiles feeling empty."
"Inequality for All",tt2215151,2013,8,"This humorous and colloquial explanation from a scholar on an important issue is much appreciated."
"Shakespeare in Love",tt0138097,1998,8,"I can't say that it goes far, far beyond the genre, but I can say that this is one of the best movie adaptations of shakespeare or his work."
Blackfish,tt2545118,2013,8,"Though a little heavy handed at times, Blackfish is a sincere and emotional documentary of a sad way we seek entertainment. "
Witness,tt0090329,1985,8,"This is a solid movie, well-acted and suspenseful. As a student of religion, I am skeptical of the film's critique of the amish sect, but it is generally an excellent movie."
"The Gift",tt4178092,2015,7,"A few too many jump-scares, but a tactful and topically-balanced movie"
"The Human Experiment ",tt1802529,2013,6,"It says good things, but it is a little cliche and a little heavy-handed at times."
"Burn after Reading",tt0887883,2008,8,"Funny and suspenseful"
"Hot Fuzz",tt0425112,2007,9,"Hot Fuzz's genre-blending is what made me fall in love with the wit and skill of Edgar Wright"
Doubt,tt0918927,2008,8,"The movie is well-titled, acting as both a good mystery film as well as religious commentary."
"Black Mass",tt1355683,2015,7,"Despite its good performances, the movie doesn't stand out and has a little much going on at times."
"The Martian",tt3659388,2015,7,"Despite a few cliches and the assuredness of Murphy's Law, this was a funny, intense, heart-warming film."
Spectre,tt2379713,2015,7,"Despite some tonally strange moments and an underwhelming presence from Waltz, Spectre benefits from a strong female performance and some fun/impressive scenes."
"The Hunger Games: Mockingjay - Part 2",tt1951266,2015,8,"(Having not seen the first one) This is my favorite in the series."
"The Kid",tt0219854,2000,6,***
"Star Wars: The Force Awakens",tt2488496,2015,9,"There's no doubt that this movie borrows a lot from its predecessors, but I think the widespread love for this blockbuster flick is a reflection of its impressive new characters and its fun and engaging tone."
Focus,tt2381941,2015,6,"Robbie is hard to watch and some of the twists aren't set up, but it's a generally fun movie"
"The Big Short",tt1596363,2015,9,"It borrows a lot stylistically from Wolf of Wall Street, but manages a feel of its own. It's funny, emotional, creative, and—most of all-important."
Joy,tt2446980,2015,6,"There's a lot of character-motivation confusion and tonal issues, but the performances are strong."
Brooklyn,tt2381111,2015,8,"Where it lacks in novelty, this period romance makes up in sweetness and charm."
Cinderella,tt1661199,2015,7,"This movie does a great job sidestepping cliches and is even able to move the audience at times."
"The Witch",tt4263482,2015,8,"Not terribly scary, but especially stylistic, eerie, and even beautiful."
"Bridge of Spies",tt3682448,2015,8,"An entirely Spielbergian film (and great in all the ways that implies)"
Laura,tt0037008,1944,8,***
Wings,tt0018578,1927,8,"The movie turned out to be much richer than I expected it to be."
"The Revenant ",tt1663202,2015,8,"Though not a pinnacle of empathy or profound depth and at times hard to watch, The Revenant is both a riveting and dazzling film."
Amadeus,tt0086879,1984,9,"Fun, though a tragedy, Amadeus is an unexpectedly acute look into the human psyche."
Spotlight,tt1895587,2015,8,"This is an important and intriguing news story. It achieves some emotion with Michael Creighton's character, but you will have to wait until the end for the true impact of the film."
"The Grapes of Wrath",tt0032551,1940,10,"Though a little more political than its source material, the universal truths and the empathy it inspires rings louder than ever in this 1940 masterpiece."
Room,tt3170832,2015,8,"The movie advances beyond a neat concept or teenage-esque, agony-absorbed film, and becomes genuinely heartwarming."
"The Lost City of Z",tt1212428,2016,7,"The movie is beautiful and nostalgic, and the costume-design is oscar-worthy. However, the film is thematically jumbled at best and perhaps even malevolent."
"Hail, Caesar!",tt0475290,2016,8,"Hail, Caesar! is a poignant critique as well as loving demonstration of the art of Hollywood."
"Ex Machina",tt0470752,2014,8,"Ex Machina is a slow and eerie think piece (dealing with a range of topics including god-complexes, the meaning of life, information ethics, and feminism) that will leave you pondering the film's meaning long after it's over."
Trumbo,tt3203606,2015,7,"Cranston is the best part of this otherwise average film."
Zootopia,tt2948356,2016,8,"This funny, sweet mystery film is both topically meaningful and beautifully animated."
"Batman v Superman: Dawn of Justice",tt2975590,2016,5,"Though it contains one fun scene and is occasionally pleasant to look at, Batman v Superman is convoluted, character-lacking mess."
"The Broadway Melody",tt0019729,1929,3,***
Clueless,tt0112697,1995,7,***
Big,tt0094737,1988,9,"An incredibly sweet and fun coming of age story that places characters and truths over gags."
"The Jungle Book",tt3040964,2016,8,"The Jungle Book is, while not emotionally noteworthy, visually stunning and exciting to watch. The scene with King Louie is a real treat."
"All Quiet on the Western Front",tt0020629,1930,9,"Emotionally full and visually engaging—remarkably so for its time"
"Midnight Special",tt2649554,2016,8,"The movie is emotionally resonant and completely suspenseful and entertaining, though as you would expect with a genre like this and the build-up this movie has, the ending falls short of the rest."
"Captain America: Civil War",tt3498820,2016,9,"Civil War is Marvel’s Empire Strikes Back (at least before Infinity War came out). It is the low point of the series (emotionally; quality-wise its the highpoint) with the dramatic events that shape the franchise. While maintaining the MCU’s signature snark, it manages a darker tone with intimate interactions for its main protagonists. The Russo brothers bring the well structured narrative and choreographed fights of their first endeavor, The Winter Soldier, to Civil War as well as an openness to the entire Marvel Universe. Perhaps, Civil War’s one weakness is that the stakes are watered down in the last five minutes of the movie to make it more palpable for audiences."
"Daddy's Home",tt1528854,2015,5,"It's a mostly cliche movie with some occasional wit and charisma from its stars."
"The Nice Guys",tt3799694,2016,9,"Though I wouldn't recommend it for younger audiences, this is one of the funniest movies I've seen in a while with two perfectly crafted characters. "
"Love & Friendship",tt3068194,2016,8,"Love and Friendship, while not as sweet as its other Jane Austen counterparts, is the funniest and most stylish of the lot. Also, its satirical approach to romance in Gregorian society is a welcome surprise. "
"Popstar: Never Stop Never Stopping",tt3960412,2016,7,"Pretty funny, but also pretty repetitive."
"The Boondock Saints",tt0144117,1999,3,"This is the worst of college-favorites—overly stylized without much substance"
"Finding Dory",tt2277860,2016,8,"Though I did not find it as resonate as its predecessor, Finding Dory has all the depth, humor, and charm we've come to expect from Pixar."
"Something's Gotta Give",tt0337741,2003,5,***
"The Magnificent Seven",tt0054047,1960,9,"The gun battles are fun, the personal stories are generally poignant, and the music is sweeping—all together, it makes for an amazing Western."
"Star Trek: Beyond",tt2660888,2016,8,"More ""sci-fi"" and more Simon Pegg makes for an excellent third installment to the Star Trek trilogy."
"Mr. Smith Goes to Washington",tt0031679,1939,8,"While on a technical level it is clearly still early in the history of filmmaking and it's also dabbles in plenty of the typical Hollywood sap and patriotism, Mr. Smith Goes to Washington—in its last minutes—demonstrates that Capra's classic can be original, challenging, and heartfelt."
"Hell or High Water",tt2582782,2016,9,"Hell or Highwater is a remarkably simple film with grand intent. The movie is set in expansive West Texas—a character of the film in its own right—and near the beginning the idea is presented that the dry, dusty land before us once belonged to the Comanche until the white people took it from them; then it belonged to the white people until the banks took it away from them. This idea of property and justice follows our main characters the entire length of the film as the travel all over the forsaken landscape. Hell or Highwater, through each of its four main characters, provides a human portrait, skinned down until the truth of desperation, loyalty, purpose, pride, and especially justice are all laid bare. It is another installment for Neo-Westerns and deals with the common anti-Wall Street themes in many recent movies, yet it transcends as an intimate glance at the lives of those pushed to the edge. In all, the movie is humorous, thrilling, and elegiac."
"The Birth of a Nation",tt0004972,1915,7,"The technical influence of of this movie is clear—it is one of the most visually interesting silent films I have ever seen. The racism of the movie cannot be overstated, however. It is not simply racist for modern, liberal tastes, but it is objectively offensive for even the most conservative today."
Romero,tt0098219,1989,7,"Not so much a meditation on liberation theology as an attempted inspirational biopic, pitting poverty against politics. Its technical quality limits its effectiveness. "
Stagecoach,tt0031971,1939,9,"Stagecoach is a remarkable film with clearly defined characters, an intense yet simple plot, and engaging, practical effects."
"Requiem for a Dream",tt0180093,2000,10,"Requiem for a Dream holds the psychological depth expected of an Aronofsky work, but unlike other films I've seen of his, this one feels empathetic and hopeful. During the Summer chapter of the movie, we truly believe that the characters may have a future, but come Winter, all hope is lost in one of the most effectively depressing and sobering scenes in all of cinema. Requiem, while not the most adult movie I've seen, is certainly inappropriate for younger audiences—yet, that is not the reason I might hesitate to recommend it. The ending is truly unsettling and saddening, and left me in a state of introspection and loneliness."
"El Topo",tt0067866,1970,6,"It's stylish and interesting, with some parts worth reflecting on, but the lack of narrative ends up dismantling this movie."
"Southside With You",tt4258698,2016,5,"My bias in favor of the presidential couple could not save this movie from date-movie cliches, some awkward writing near the beginning, and a focus on character backstories rather than characters. "
"Repo! The Genetic Opera",tt0963194,2008,5,"The overall premise is interesting and the camp is done almost perfectly, but the movie is a technical mess (and not within my personal realm of taste)."
"Shaun of the Dead",tt0365748,2004,8,***
"The Country Bears",tt0276033,2002,5,***
Superman,tt0078346,1978,8,"This movie perfectly captures the character and mythos of Superman—a feat that has not been accomplished since. If it weren't for the last act, this movie would easily stand in the top 3 superhero films to date."
"The World's End",tt1213663,2013,8,"The movie's twist halfway through works really well, and the comedy from the acting/directing team is excellent as always—but overall, it is their third best from the Trilogy."
"The Little Prince",tt1754656,2015,8,"A lot is covered in this short movie—but its best parts come from its faithful adaption of the source material. "
Sully,tt3263904,2016,6,"While heartwarming, Sully's cliches keep it as a middling effort by its all-star team."
"The Girl on the Train",tt3631112,2016,6,"It's hard not compare this movie to Gone Girl, which it is not remotely as good as partly due to its soap opera-esque plot, but the last third becomes genuinely thrilling. "
"The Birth of a Nation",tt4196450,2016,8,"The Birth of a Nation stands alongside Do the Right Thing as one of the best racial critiques in cinema. Capturing the righteous indignation of an era and employing a not-so-subtle allusion to our nation/Hollywood's history through its title, Nate Parker's directing debut is not a flawless one but a potent one."
"Doctor Strange",tt1211837,2016,8,"My rating for this movie is bolstered purely on the finale and the scene where Strange is introduced to the world of magic because of the much needed creativity they represent."
Halloween,tt0077651,1978,7,***
Arrival,tt2543164,2016,9,"Arrival works as a Sci-Fi flick should. It lifts its almost cliche theme to greater heights by merit of its earned and subtle writing."
"Fantastic Beasts and Where to Find Them",tt3183660,2016,6,"Colin Farrell and the aesthetic of the movie barely make up for an overabundance of CGI, a convoluted plot, and an obnoxious—though handsome—star. "
Moana,tt3521164,2016,8,"Though I loved Zootopia, Moana takes the award for the year's best animated feature. While it may not manage anything novel in terms of message, the pacific islander flick is breathtakingly beautiful and provides excellent additions to the pantheon of Disney music. "
Cimarron,tt0021746,1931,5,***
"Rogue One: A Star Wars Story",tt3748528,2016,7,"The last act and the fan-fare Vader scene are excellent, but as a whole, the movie is flat and poorly-paced and the characters are unlikable."
"Butch Cassidy and the Sundance Kid",tt0064115,1969,7,***
"Sausage Party",tt1700841,2016,5,***
"A Christmas Carol",tt0044008,1951,7,***
"Malcolm X",tt0104797,1992,8,"Malcolm X works best as a stage for its star and an explanation for its hero. It is not as sweeping as other biopics of its time or as piercing as other Lee efforts, but nonetheless, it is sweeping and it is piercing."
"La La Land",tt3783958,2016,8,"Though its final act/scenes make it hard to pinpoint the intentions of the film makers, La La Land is a fun, sweet, and inspiring flick."
Fences,tt2671706,2016,8,"Coming out the same year as Southside with You, Fences demonstrates how to best make a musing character study."
"The Naked Gun: From the Files of Police Squad!",tt0095705,1988,7,***
"Manchester by the Sea",tt4034228,2016,9,"This movie, both in direction and writing, is everything a dramatic film should seek to be."
Silence,tt0490215,2016,9,"Silence is a difficult movie to watch, not only on account of its torture scenes but also for the piercing critique of faith that it delivers. There are some semblances of hope, namely the faith of its Director, but it is a movie that will stay with you and challenge you for days afterward."
Moonlight,tt4975722,2016,8,"Moonlight delivers a slow, saddening portrayal of the marginalized and those left confused in their search for identity."
"The Lobster",tt3464902,2015,8,***
"Angus, Thongs and Perfect Snogging",tt0963743,2008,6,"If we divide it into a four-act structure, the movie was excellent during the third act, delivering a nuanced and unexpected take on teenage life with a fair amount of humor. But the final act sinks back into cliche."
"Phantom Thread",tt5776858,2017,7,***
"The LEGO Batman Movie",tt4116284,2017,9,"Even more than its predecessor, The LEGO Batman movie balances wit, humor, thematic import, economic storytelling, and dazzling aesthetics to make for a great film."
"Get Out",tt5052448,2017,9,"I'm a sucker for genre blending, and Peele's first effort as a director does not disappoint. It delivers with both laughs and thrills and is hopefully a representative of a great start for a long career."
Logan,tt3315342,2017,9,"Logan is a heartfelt entry into comicbook movies, an excellent performance by Jackman, and a melancholy sendoff to some beloved heroes."
"Beauty and the Beast",tt2771200,2017,6,"I could maybe be convinced of a 7, but the 2017 remake adds little to the original, a not-so-old classic. The Beast's song and a few details here and there, while good, hardly warrant a live-action adaptation."
Sicario,tt3397884,2015,8,"Unlike other films, Sicario, in addition to its thrilling set-pieces, does begin to stretch your ideas on right and wrong."
"The Four Horsemen of the Apocalypse",tt0012190,1921,5,***
"21 Jump Street",tt1232829,2012,8,***
Munich,tt0408306,2005,9,"People have a hard time with this movie because they have a hard time understanding it as a Spielberg film—or maybe that's not it, maybe they have a hard time with it because it seems too on the nose. And as far as it top layer goes, that may be fair—it's pretty overt about its Shakespearean claim that blood begets blood. But as you might expect from one of the smartest directors working today (and of all time), Munich has more than that. Munich is a film about sympathy with visceral hatred and overwhelming passion—understanding how not everyone is wrong but rather, as Ebert points out, everyone is right."
"Winnie the Pooh",tt1449283,2011,7,"It fails to capture the magic of its predecessor."
"Kubo and the Two Strings",tt4302938,2016,7,***
"Magic Mike",tt1915581,2012,8,***
"Tropic Thunder",tt0942385,2008,7,"The satire is excellent, the action not-half-bad, and the humor sparse."
Gremlins,tt0087363,1984,7,"This is a fun and charming movie with only a few scenes that do not age well."
Footloose,tt0087277,1984,6,"Thematically, I found the movie very disagreeable, but in terms of fun: it excels."
"Across the Universe",tt0445922,2007,6,***
"Guardians of the Galaxy Vol. 2",tt3896198,2017,9,"This sequel has all the action, visuals, and humor of its predecessor, and while it may not be as emotionally resonant, it sneaks in some true inventiveness."
"Scott Pilgrim vs. the World",tt0446029,2010,8,"Scott Pilgrim is notable for its edgar Wright-ian visuals, which always make for an interesting comedy viewing, but I think this film's script excels in its handling of teen/young adult dating."
"Wonder Woman",tt0451279,2017,7,"Check out my <a class='link' href='https://religionandstory.wordpress.com/2017/06/15/wonder-woman-perfectly-adequate/'>Blog's Review</a>"
Bridesmaids,tt1478338,2011,8,***
"Sing Street",tt3544112,2016,7,"Sing Street is a likable, charming movie even if it is a little uneven at times."
"Baby Driver",tt3890160,2017,9,"Baby Driver is a fun, slick movie, demonstrating how to make a movie with style."
"Spider-Man: Homecoming",tt2250912,2017,8,"Not as good as the Maguire movies but better than Garfield—Spider-man suffers from uneven directing and inconsistent powers but greatly excels in its first and final acts, blending with the MCU, lead performances, and high school themes."
"Glengarry Glen Ross",tt0104348,1992,8,"It has the heart and wit of a play and the elegance only film can bring."
"The Iron Horse",tt0015016,1924,7,"As far as silent movies go, this epic Western is something special. The action is clean and understandable while still having an element of realism; the characters are mostly charming and there is humor that translates to modern viewers."
"Superman II",tt0081573,1980,7,"The movie is charming and fun, but not as grand and sincere as the first one"
"King Kong",tt0024216,1933,8,"The movie is filled with iconic and memorable scenes, a textured story, and great effects "
Eraserhead,tt0074486,1977,6,"This is my first Lynch film, and while I appreciate the avant-garde (especially in light of the movie's release year) as well as the film's thematic build and use of sound, it still manages to be pretty boring"
Heat,tt0113277,1995,7,"It's polished, has good acting, and is fairly thrilling—though a little melodramatic"
"In the Heat of the Night",tt0061811,1967,8,"Beyond its social commentary, In the Heat of the Night operates as a suspenseful murder mystery."
"Hoop Dreams",tt0110057,1994,8,"Following the lives of two Chicago boys with basketball promise, Hoop Dreams is one of the most intimate, eye-opening, and sobering documentaries I've seen."
"Dead Man Walking",tt0112818,1995,9,"The politics of this crime drama are lackluster, but its performances and heart are not to be outdone. "
Dunkirk,tt5013056,2017,7,***
"Grand Hotel",tt0022958,1932,6,***
"Close Encounters of the Third Kind",tt0075860,1977,8,"Uncharacteristic of Spielberg, this movie doesn't work on a timeless level so that it will appeal to modern audiences just as it did to its original audience. But if you take yourself back, Close Encounters offers a suspenseful, emotional, and awe-inspiring journey caught no where else on film."
"Logan Lucky",tt5439796,2017,9,"Though clearly reminiscent of Soderbergh's Oceans Trilogy, Logan Lucky could be copied from lesser movies. The heist comedy is heartfelt, warming, thrilling, and hilarious all in one."
Deadpool,tt1431045,2016,7,"This movie has some fairly good action and is pretty funny (especially considering I didn't watch it with an audience)."
"Sex, Lies, and Videotape",tt0098724,1989,9,"The characters and dialogue for this movie are superb. I think the most notable achievement of SLV is that it manages to both tackle an indie-intimate-drama scope while not venturing into film-student territory. "
mother!,tt5109784,2017,8,"Though flawed, mother! offers an allegorical, dream-like film to mass audiences, for which I wish them the best of luck."
"Blade Runner 2049",tt1856101,2017,8,"As beautifully shot and suspenseful as the original, Blade Runner makes for an intriguing movie—even if its storytelling goals are a little too lofty. "
"Shoulder Arms",tt0009611,1918,8,***
"Hellboy II: The Golden Army",tt0411477,2008,7,***
"In the Name of the Father",tt0107207,1993,7,"Though I cried, I was not moved"
"High Noon",tt0044706,1952,8,"I knew it was supposed to be good, but I was shocked by the craftsmanship and narrative propulsion of this black and white, 50s Western. There's a reason it stands as one of the best. It could have been a 9 if they hadn't had Amy shoot that dude"
"Easy Rider",tt0064276,1969,5,***
"Thor: Ragnarok",tt3501632,2017,8,"I could see this movie dropping in the rankings when the pure joy of watching it wears off. But for now, Thor: Ragnarok demonstrates a movie with growing characters, some visual humor, and possibly the funniest Marvel script to-date."
"The Big Sick",tt5462602,2017,8,***
"Justice League",tt0974015,2017,6,"The movie has its faults—tonally uneven, obnoxiously forgettable villain, and rushed storytelling—it manages to nonetheless be entertaining with major successes over previous DC installments."
Wonder,tt2543472,2017,7,***
